Mots,Partie,Chapitre,Paragraphe,Phrase
maison,2,3,22,3
si,2,3,22,3
nettement,2,3,22,3
tenue,2,3,22,3
qu'on,2,3,22,3
se,2,3,22,3
serait,2,3,22,3
miré,2,3,22,3
dans,2,3,22,3
les,2,3,22,3
casseroles,2,3,22,3
Pour,2,3,22,4
surcroît,2,3,22,4
de,2,3,22,4
chance,2,3,22,4
grâce,2,3,22,4
à,2,3,22,4
des,2,3,22,4
protections,2,3,22,4
la,2,3,22,4
Compagnie,2,3,22,4
l'avait,2,3,22,4
autorisée,2,3,22,4
à,2,3,22,4
vendre,2,3,22,4
des,2,3,22,4
bonbons,2,3,22,4
et,2,3,22,4
des,2,3,22,4
biscuits,2,3,22,4
dont,2,3,22,4
elle,2,3,22,4
étalait,2,3,22,4
les,2,3,22,4
bocaux,2,3,22,4
sur,2,3,22,4
deux,2,3,22,4
planches,2,3,22,4
derrière,2,3,22,4
les,2,3,22,4
vitres,2,3,22,4
de,2,3,22,4
la,2,3,22,4
fenêtre,2,3,22,4
C'étaient,2,3,22,5
six,2,3,22,5
ou,2,3,22,5
sept,2,3,22,5
sous,2,3,22,5
de,2,3,22,5
gain,2,3,22,5
par,2,3,22,5
jour,2,3,22,5
quelquefois,2,3,22,5
douze,2,3,22,5
le,2,3,22,5
dimanche,2,3,22,5
Et,2,3,22,6
dans,2,3,22,6
ce,2,3,22,6
bonheur,2,3,22,6
il,2,3,22,6
n'y,2,3,22,6
avait,2,3,22,6
que,2,3,22,6
la,2,3,22,6
mère,2,3,22,6
Brûlé,2,3,22,6
qui,2,3,22,6
hurlât,2,3,22,6
avec,2,3,22,6
son,2,3,22,6
encagement,2,3,22,6
de,2,3,22,6
vieille,2,3,22,6
révolutionnaire,2,3,22,6
ayant,2,3,22,6
à,2,3,22,6
venger,2,3,22,6
la,2,3,22,6
mort,2,3,22,6
de,2,3,22,6
son,2,3,22,6
homme,2,3,22,6
contre,2,3,22,6
les,2,3,22,6
patrons,2,3,22,6
et,2,3,22,6
que,2,3,22,6
la,2,3,22,6
petite,2,3,22,6
Lydie,2,3,22,6
qui,2,3,22,6
empochât,2,3,22,6
en,2,3,22,6
gifles,2,3,22,6
trop,2,3,22,6
fréquentes,2,3,22,6
les,2,3,22,6
vivacités,2,3,22,6
de,2,3,22,6
la,2,3,22,6
famille,2,3,22,6
Comme,2,3,23,1
elle,2,3,23,1
est,2,3,23,1
grosse,2,3,23,1
déjà,2,3,23,1
reprit,2,3,23,2
la,2,3,23,2
Pierronne,2,3,23,2
en,2,3,23,2
faisant,2,3,23,2
des,2,3,23,2
risettes,2,3,23,2
à,2,3,23,2
Estelle,2,3,23,2
Ah,2,3,24,1
le,2,3,24,2
mal,2,3,24,2
que,2,3,24,2
ça,2,3,24,2
donne,2,3,24,2
ne,2,3,24,2
m'en,2,3,24,2
parle,2,3,24,2
pas,2,3,24,2
dit,2,3,24,3
la,2,3,24,3
Maheude,2,3,24,3
Tu,2,3,24,4
es,2,3,24,4
heureuse,2,3,24,4
de,2,3,24,4
n'en,2,3,24,4
pas,2,3,24,4
avoir,2,3,24,4
Au,2,3,24,5
moins,2,3,24,5
tu,2,3,24,5
peux,2,3,24,5
tenir,2,3,24,5
propre,2,3,24,5
Bien,2,3,25,1
que,2,3,25,1
chez,2,3,25,1
elle,2,3,25,1
tout,2,3,25,1
fût,2,3,25,1
en,2,3,25,1
ordre,2,3,25,1
et,2,3,25,1
qu'elle,2,3,25,1
lavât,2,3,25,1
chaque,2,3,25,1
samedi,2,3,25,1
elle,2,3,25,1
jetait,2,3,25,1
un,2,3,25,1
coup,2,3,25,1
d'oeil,2,3,25,1
de,2,3,25,1
ménagère,2,3,25,1
jalouse,2,3,25,1
sur,2,3,25,1
cette,2,3,25,1
salle,2,3,25,1
si,2,3,25,1
claire,2,3,25,1
où,2,3,25,1
il,2,3,25,1
y,2,3,25,1
avait,2,3,25,1
même,2,3,25,1
de,2,3,25,1
la,2,3,25,1
coquetterie,2,3,25,1
des,2,3,25,1
vases,2,3,25,1
dorés,2,3,25,1
sur,2,3,25,1
le,2,3,25,1
buffet,2,3,25,1
une,2,3,25,1
glace,2,3,25,1
trois,2,3,25,1
gravures,2,3,25,1
encadrées,2,3,25,1
Cependant,2,3,26,1
la,2,3,26,1
Pierronne,2,3,26,1
était,2,3,26,1
en,2,3,26,1
train,2,3,26,1
de,2,3,26,1
boire,2,3,26,1
seule,2,3,26,1
son,2,3,26,1
café,2,3,26,1
tout,2,3,26,1
son,2,3,26,1
monde,2,3,26,1
se,2,3,26,1
trouvant,2,3,26,1
à,2,3,26,1
la,2,3,26,1
fosse,2,3,26,1
Tu,2,3,27,1
vas,2,3,27,1
en,2,3,27,1
prendre,2,3,27,1
un,2,3,27,1
verre,2,3,27,1
avec,2,3,27,1
moi,2,3,27,1
dit-elle,2,3,27,1
Non,2,3,28,1
merci,2,3,28,1
je,2,3,28,1
sors,2,3,28,1
d'avaler,2,3,28,1
le,2,3,28,1
mien,2,3,28,1
Qu'est-ce,2,3,29,1
que,2,3,29,1
ça,2,3,29,1
fait,2,3,29,1
En,2,3,30,1
effet,2,3,30,1
ça,2,3,30,1
ne,2,3,30,1
faisait,2,3,30,1
rien,2,3,30,1
Et,2,3,30,2
toutes,2,3,30,2
deux,2,3,30,2
burent,2,3,30,2
lentement,2,3,30,2
Entre,2,3,30,3
les,2,3,30,3
bocaux,2,3,30,3
de,2,3,30,3
biscuits,2,3,30,3
et,2,3,30,3
de,2,3,30,3
bonbons,2,3,30,3
leurs,2,3,30,3
regards,2,3,30,3
s'étaient,2,3,30,3
arrêtés,2,3,30,3
sur,2,3,30,3
les,2,3,30,3
maisons,2,3,30,3
d'en,2,3,30,3
face,2,3,30,3
qui,2,3,30,3
alignaient,2,3,30,3
aux,2,3,30,3
fenêtres,2,3,30,3
leurs,2,3,30,3
petits,2,3,30,3
rideaux,2,3,30,3
dont,2,3,30,3
le,2,3,30,3
plus,2,3,30,3
ou,2,3,30,3
le,2,3,30,3
moins,2,3,30,3
de,2,3,30,3
blancheur,2,3,30,3
disait,2,3,30,3
les,2,3,30,3
vertus,2,3,30,3
des,2,3,30,3
ménagères,2,3,30,3
Ceux,2,3,30,4
des,2,3,30,4
Levaque,2,3,30,4
étaient,2,3,30,4
très,2,3,30,4
sales,2,3,30,4
de,2,3,30,4
véritables,2,3,30,4
torchons,2,3,30,4
qui,2,3,30,4
semblaient,2,3,30,4
avoir,2,3,30,4
essuyé,2,3,30,4
le,2,3,30,4
cul,2,3,30,4
des,2,3,30,4
marmites,2,3,30,4
S'il,2,3,31,1
est,2,3,31,1
possible,2,3,31,1
de,2,3,31,1
vivre,2,3,31,1
dans,2,3,31,1
une,2,3,31,1
pareille,2,3,31,1
ordure,2,3,31,1
murmura,2,3,31,2
la,2,3,31,2
Pierronne,2,3,31,2
Alors,2,3,32,1
la,2,3,32,1
Maheude,2,3,32,1
partit,2,3,32,1
et,2,3,32,1
ne,2,3,32,1
s'arrêta,2,3,32,1
plus,2,3,32,1
Ah,2,3,32,2
si,2,3,32,3
elle,2,3,32,3
avait,2,3,32,3
eu,2,3,32,3
un,2,3,32,3
logeur,2,3,32,3
comme,2,3,32,3
ce,2,3,32,3
Bouteloup,2,3,32,3
c'était,2,3,32,3
elle,2,3,32,3
qui,2,3,32,3
aurait,2,3,32,3
voulu,2,3,32,3
faire,2,3,32,3
marcher,2,3,32,3
son,2,3,32,3
ménage,2,3,32,3
Quand,2,3,32,4
on,2,3,32,4
savait,2,3,32,4
s'y,2,3,32,4
prendre,2,3,32,4
un,2,3,32,4
logeur,2,3,32,4
devenait,2,3,32,4
une,2,3,32,4
excellente,2,3,32,4
affaire,2,3,32,4
Seulement,2,3,32,5
il,2,3,32,5
ne,2,3,32,5
fallait,2,3,32,5
pas,2,3,32,5
coucher,2,3,32,5
avec,2,3,32,5
Et,2,3,32,6
puis,2,3,32,6
le,2,3,32,6
mari,2,3,32,6
buvait,2,3,32,6
battait,2,3,32,6
sa,2,3,32,6
femme,2,3,32,6
courait,2,3,32,6
les,2,3,32,6
chanteuses,2,3,32,6
des,2,3,32,6
cafés-concerts,2,3,32,6
de,2,3,32,6
Montsou,2,3,32,6
La,2,3,33,1
Pierronne,2,3,33,1
prit,2,3,33,1
un,2,3,33,1
air,2,3,33,1
profondément,2,3,33,1
dégoûté,2,3,33,1
Ces,2,3,33,2
chanteuses,2,3,33,2
ça,2,3,33,2
donnait,2,3,33,2
toutes,2,3,33,2
les,2,3,33,2
maladies,2,3,33,2
Il,2,3,33,3
y,2,3,33,3
en,2,3,33,3
avait,2,3,33,3
une,2,3,33,3
à,2,3,33,3
Joiselle,2,3,33,3
qui,2,3,33,3
avait,2,3,33,3
empoisonné,2,3,33,3
une,2,3,33,3
fosse,2,3,33,3
Ce,2,3,34,1
qui,2,3,34,1
m'étonne,2,3,34,1
c'est,2,3,34,1
que,2,3,34,1
tu,2,3,34,1
aies,2,3,34,1
laissé,2,3,34,1
aller,2,3,34,1
ton,2,3,34,1
fils,2,3,34,1
avec,2,3,34,1
leur,2,3,34,1
fille,2,3,34,1
Ah,2,3,35,1
oui,2,3,35,2
empêche,2,3,35,2
donc,2,3,35,2
ça,2,3,35,2
Leur,2,3,35,3
jardin,2,3,35,3
est,2,3,35,3
contre,2,3,35,3
le,2,3,35,3
nôtre,2,3,35,3
L'été,2,3,35,4
Zacharie,2,3,35,4
était,2,3,35,4
toujours,2,3,35,4
avec,2,3,35,4
Philomène,2,3,35,4
derrière,2,3,35,4
les,2,3,35,4
lilas,2,3,35,4
et,2,3,35,4
ils,2,3,35,4
ne,2,3,35,4
se,2,3,35,4
gênaient,2,3,35,4
guère,2,3,35,4
sur,2,3,35,4
le,2,3,35,4
carin,2,3,35,4
on,2,3,35,4
ne,2,3,35,4
pouvait,2,3,35,4
tirer,2,3,35,4
de,2,3,35,4
l'eau,2,3,35,4
au,2,3,35,4
puits,2,3,35,4
sans,2,3,35,4
les,2,3,35,4
surprendre,2,3,35,4
C'était,2,3,36,1
la,2,3,36,1
commune,2,3,36,1
histoire,2,3,36,1
des,2,3,36,1
promiscuités,2,3,36,1
du,2,3,36,1
coron,2,3,36,1
les,2,3,36,1
garçons,2,3,36,1
et,2,3,36,1
les,2,3,36,1
filles,2,3,36,1
pourrissant,2,3,36,1
ensemble,2,3,36,1
se,2,3,36,1
jetant,2,3,36,1
à,2,3,36,1
cul,2,3,36,1
comme,2,3,36,1
ils,2,3,36,1
disaient,2,3,36,1
sur,2,3,36,1
la,2,3,36,1
toiture,2,3,36,1
basse,2,3,36,1
et,2,3,36,1
en,2,3,36,1
pente,2,3,36,1
du,2,3,36,1
carin,2,3,36,1
dès,2,3,36,1
la,2,3,36,1
nuit,2,3,36,1
tombée,2,3,36,1
Toutes,2,3,36,2
les,2,3,36,2
herscheuses,2,3,36,2
faisaient,2,3,36,2
là,2,3,36,2
leur,2,3,36,2
premier,2,3,36,2
enfant,2,3,36,2
quand,2,3,36,2
elles,2,3,36,2
ne,2,3,36,2
prenaient,2,3,36,2
pas,2,3,36,2
la,2,3,36,2
peine,2,3,36,2
d'aller,2,3,36,2
le,2,3,36,2
faire,2,3,36,2
à,2,3,36,2
Réquillart,2,3,36,2
ou,2,3,36,2
dans,2,3,36,2
les,2,3,36,2
blés,2,3,36,2
Ça,2,3,36,3
ne,2,3,36,3
tirait,2,3,36,3
pas,2,3,36,3
à,2,3,36,3
conséquence,2,3,36,3
on,2,3,36,3
se,2,3,36,3
mariait,2,3,36,3
ensuite,2,3,36,3
les,2,3,36,3
mères,2,3,36,3
seules,2,3,36,3
se,2,3,36,3
fâchaient,2,3,36,3
lorsque,2,3,36,3
les,2,3,36,3
garçons,2,3,36,3
commençaient,2,3,36,3
trop,2,3,36,3
tôt,2,3,36,3
car,2,3,36,3
un,2,3,36,3
garçon,2,3,36,3
qui,2,3,36,3
se,2,3,36,3
mariait,2,3,36,3
ne,2,3,36,3
rapportait,2,3,36,3
plus,2,3,36,3
à,2,3,36,3
la,2,3,36,3
famille,2,3,36,3
A,2,3,37,1
ta,2,3,37,1
place,2,3,37,1
j'aimerais,2,3,37,1
mieux,2,3,37,1
en,2,3,37,1
finir,2,3,37,1
reprit,2,3,37,1
la,2,3,37,1
Pierronne,2,3,37,1
sagement,2,3,37,1
Ton,2,3,37,2
Zacharie,2,3,37,2
l'a,2,3,37,2
déjà,2,3,37,2
emplie,2,3,37,2
deux,2,3,37,2
fois,2,3,37,2
et,2,3,37,2
ils,2,3,37,2
iront,2,3,37,2
plus,2,3,37,2
loin,2,3,37,2
se,2,3,37,2
coller,2,3,37,2
De,2,3,37,2
toute,2,3,37,2
façon,2,3,37,2
l'argent,2,3,37,2
est,2,3,37,2
fichu,2,3,37,2
La,2,3,38,1
Maheude,2,3,38,1
furieuse,2,3,38,1
étendit,2,3,38,1
les,2,3,38,1
mains,2,3,38,1
Ecoute,2,3,39,1
ça,2,3,39,1
je,2,3,39,1
les,2,3,39,1
maudis,2,3,39,1
s'ils,2,3,39,1
se,2,3,39,1
collent,2,3,39,1
Est-ce,2,3,39,1
que,2,3,39,1
Zacharie,2,3,39,1
ne,2,3,39,1
nous,2,3,39,1
doit,2,3,39,1
pas,2,3,39,1
du,2,3,39,1
respect,2,3,39,1
Il,2,3,39,2
nous,2,3,39,2
a,2,3,39,2
coûté,2,3,39,2
n'est-ce,2,3,39,2
pas,2,3,39,2
eh,2,3,39,3
bien,2,3,39,3
il,2,3,39,4
faut,2,3,39,4
qu'il,2,3,39,4
nous,2,3,39,4
rende,2,3,39,4
avant,2,3,39,4
de,2,3,39,4
s'embarrasser,2,3,39,4
d'une,2,3,39,4
femme,2,3,39,4
Qu'est-ce,2,3,39,4
que,2,3,39,4
nous,2,3,39,4
deviendrions,2,3,39,4
dis,2,3,39,4
si,2,3,39,5
nos,2,3,39,5
enfants,2,3,39,5
travaillaient,2,3,39,5
tout,2,3,39,5
de,2,3,39,5
suite,2,3,39,5
pour,2,3,39,5
les,2,3,39,5
autres,2,3,39,5
Autant,2,3,39,6
crever,2,3,39,6
alors,2,3,39,6
Cependant,2,3,40,1
elle,2,3,40,1
se,2,3,40,1
calma,2,3,40,1
Je,2,3,41,1
parle,2,3,41,1
en,2,3,41,1
général,2,3,41,1
on,2,3,41,1
verra,2,3,41,1
plus,2,3,41,1
tard,2,3,41,1
Il,2,3,41,1
est,2,3,41,1
joliment,2,3,41,1
fort,2,3,41,1
ton,2,3,41,1
café,2,3,41,1
tu,2,3,41,1
mets,2,3,41,1
ce,2,3,41,1
qu'il,2,3,41,1
faut,2,3,41,1
Et,2,3,42,1
après,2,3,42,1
un,2,3,42,1
quart,2,3,42,1
d'heure,2,3,42,1
d'autres,2,3,42,1
histoires,2,3,42,1
elle,2,3,42,1
se,2,3,42,1
sauva,2,3,42,1
criant,2,3,42,1
que,2,3,42,1
la,2,3,42,1
soupe,2,3,42,1
de,2,3,42,1
ses,2,3,42,1
hommes,2,3,42,1
n'était,2,3,42,1
pas,2,3,42,1
faite,2,3,42,1
Dehors,2,3,42,2
les,2,3,42,2
enfants,2,3,42,2
retournaient,2,3,42,2
à,2,3,42,2
l'école,2,3,42,2
quelques,2,3,42,2
femmes,2,3,42,2
se,2,3,42,2
montraient,2,3,42,2
sur,2,3,42,2
les,2,3,42,2
portes,2,3,42,2
regardaient,2,3,42,2
Mme,2,3,42,2
Hennebeau,2,3,42,2
qui,2,3,42,2
longeait,2,3,42,2
une,2,3,42,2
des,2,3,42,2
façades,2,3,42,2
en,2,3,42,2
expliquant,2,3,42,2
du,2,3,42,2
doigt,2,3,42,2
le,2,3,42,2
coron,2,3,42,2
à,2,3,42,2
ses,2,3,42,2
invités,2,3,42,2
Cette,2,3,42,3
visite,2,3,42,3
commençait,2,3,42,3
à,2,3,42,3
remuer,2,3,42,3
le,2,3,42,3
village,2,3,42,3
L'homme,2,3,42,4
de,2,3,42,4
la,2,3,42,4
coupe,2,3,42,4
à,2,3,42,4
terre,2,3,42,4
s'arrêta,2,3,42,4
un,2,3,42,4
moment,2,3,42,4
de,2,3,42,4
bâcher,2,3,42,4
deux,2,3,42,4
poules,2,3,42,4
inquiètes,2,3,42,4
s'effarouchèrent,2,3,42,4
dans,2,3,42,4
les,2,3,42,4
jardins,2,3,42,4
Comme,2,3,43,1
la,2,3,43,1
Maheude,2,3,43,1
rentrait,2,3,43,1
elle,2,3,43,1
buta,2,3,43,1
dans,2,3,43,1
la,2,3,43,1
Levaque,2,3,43,1
qui,2,3,43,1
était,2,3,43,1
sortie,2,3,43,1
pour,2,3,43,1
sauter,2,3,43,1
au,2,3,43,1
passage,2,3,43,1
sur,2,3,43,1
le,2,3,43,1
docteur,2,3,43,1
Vanderhaghen,2,3,43,1
un,2,3,43,1
médecin,2,3,43,1
de,2,3,43,1
la,2,3,43,1
Compagnie,2,3,43,1
petit,2,3,43,1
homme,2,3,43,1
pressé,2,3,43,1
écrasé,2,3,43,1
de,2,3,43,1
besogne,2,3,43,1
qui,2,3,43,1
donnait,2,3,43,1
ses,2,3,43,1
consultations,2,3,43,1
en,2,3,43,1
courant,2,3,43,1
Monsieur,2,3,44,1
disait-elle,2,3,44,1
je,2,3,44,1
ne,2,3,44,1
sors,2,3,44,1
plus,2,3,44,1
j'ai,2,3,44,1
mal,2,3,44,1
partout,2,3,44,1
Faudrait,2,3,44,1
en,2,3,44,1
causer,2,3,44,1
cependant,2,3,44,1
Il,2,3,45,1
les,2,3,45,1
tutoyait,2,3,45,1
toutes,2,3,45,1
il,2,3,45,1
répondit,2,3,45,1
sans,2,3,45,1
s'arrêter,2,3,45,1
Fiche-moi,2,3,46,1
la,2,3,46,1
paix,2,3,46,1
tu,2,3,46,2
bois,2,3,46,2
trop,2,3,46,2
de,2,3,46,2
café,2,3,46,2
Et,2,3,47,1
mon,2,3,47,1
mari,2,3,47,1
Monsieur,2,3,47,1
dit,2,3,47,1
à,2,3,47,1
son,2,3,47,1
tour,2,3,47,1
la,2,3,47,1
Maheude,2,3,47,1
vous,2,3,47,1
deviez,2,3,47,1
venir,2,3,47,1
le,2,3,47,1
voir,2,3,47,1
Il,2,3,47,1
a,2,3,47,1
toujours,2,3,47,1
ses,2,3,47,1
douleurs,2,3,47,1
aux,2,3,47,1
jambes,2,3,47,1
C'est,2,3,48,1
toi,2,3,48,1
qui,2,3,48,1
l'esquintes,2,3,48,1
fiche-moi,2,3,48,1
la,2,3,48,1
paix,2,3,48,1
Les,2,3,49,1
deux,2,3,49,1
femmes,2,3,49,1
restèrent,2,3,49,1
plantées,2,3,49,1
regardant,2,3,49,1
fuir,2,3,49,1
le,2,3,49,1
dos,2,3,49,1
du,2,3,49,1
docteur,2,3,49,1
Entre,2,3,50,1
donc,2,3,50,1
reprit,2,3,50,1
la,2,3,50,1
Levaque,2,3,50,1
quand,2,3,50,1
elle,2,3,50,1
eut,2,3,50,1
échangé,2,3,50,1
avec,2,3,50,1
sa,2,3,50,1
voisine,2,3,50,1
un,2,3,50,1
haussement,2,3,50,1
d'épaules,2,3,50,1
désespéré,2,3,50,1
Tu,2,3,50,2
sais,2,3,50,2
qu'il,2,3,50,2
y,2,3,50,2
a,2,3,50,2
du,2,3,50,2
nouveau,2,3,50,2
Et,2,3,50,3
tu,2,3,50,3
prendras,2,3,50,3
bien,2,3,50,3
un,2,3,50,3
peu,2,3,50,3
de,2,3,50,3
café,2,3,50,3
Il,2,3,50,4
est,2,3,50,4
tout,2,3,50,4
frais,2,3,50,4
La,2,3,51,1
Maheude,2,3,51,1
qui,2,3,51,1
se,2,3,51,1
débattait,2,3,51,1
fut,2,3,51,1
sans,2,3,51,1
force,2,3,51,1
Allons,2,3,51,2
une,2,3,51,3
goutte,2,3,51,3
tout,2,3,51,3
de,2,3,51,3
même,2,3,51,3
pour,2,3,51,3
ne,2,3,51,3
pas,2,3,51,3
la,2,3,51,3
désobliger,2,3,51,3
Et,2,3,51,4
elle,2,3,51,4
entra,2,3,51,4
La,2,3,52,1
salle,2,3,52,1
était,2,3,52,1
d'une,2,3,52,1
saleté,2,3,52,1
noire,2,3,52,1
le,2,3,52,1
carreau,2,3,52,1
et,2,3,52,1
les,2,3,52,1
murs,2,3,52,1
tachés,2,3,52,1
de,2,3,52,1
graisse,2,3,52,1
le,2,3,52,1
buffet,2,3,52,1
et,2,3,52,1
la,2,3,52,1
table,2,3,52,1
poissés,2,3,52,1
de,2,3,52,1
crasse,2,3,52,1
et,2,3,52,1
une,2,3,52,1
puanteur,2,3,52,1
de,2,3,52,1
ménage,2,3,52,1
mal,2,3,52,1
tenu,2,3,52,1
prenait,2,3,52,1
à,2,3,52,1
la,2,3,52,1
gorge,2,3,52,1
Près,2,3,52,2
du,2,3,52,2
feu,2,3,52,2
les,2,3,52,2
deux,2,3,52,2
coudes,2,3,52,2
sur,2,3,52,2
la,2,3,52,2
table,2,3,52,2
le,2,3,52,2
nez,2,3,52,2
enfoncé,2,3,52,2
dans,2,3,52,2
son,2,3,52,2
assiette,2,3,52,2
Bouteloup,2,3,52,2
jeune,2,3,52,2
encore,2,3,52,2
pour,2,3,52,2
ses,2,3,52,2
trente-cinq,2,3,52,2
ans,2,3,52,2
achevait,2,3,52,2
un,2,3,52,2
restant,2,3,52,2
de,2,3,52,2
bouilli,2,3,52,2
avec,2,3,52,2
sa,2,3,52,2
carrure,2,3,52,2
épaisse,2,3,52,2
de,2,3,52,2
gros,2,3,52,2
garçon,2,3,52,2
placide,2,3,52,2
tandis,2,3,52,2
que,2,3,52,2
debout,2,3,52,2
contre,2,3,52,2
lui,2,3,52,2
le,2,3,52,2
petit,2,3,52,2
Achille,2,3,52,2
le,2,3,52,2
premier-né,2,3,52,2
de,2,3,52,2
Philomène,2,3,52,2
qui,2,3,52,2
entrait,2,3,52,2
dans,2,3,52,2
ses,2,3,52,2
trois,2,3,52,2
ans,2,3,52,2
déjà,2,3,52,2
le,2,3,52,2
regardait,2,3,52,2
de,2,3,52,2
l'air,2,3,52,2
suppliant,2,3,52,2
et,2,3,52,2
muet,2,3,52,2
d'une,2,3,52,2
bête,2,3,52,2
gourmande,2,3,52,2
Le,2,3,52,3
logeur,2,3,52,3
très,2,3,52,3
tendre,2,3,52,3
sous,2,3,52,3
une,2,3,52,3
grande,2,3,52,3
barbe,2,3,52,3
brune,2,3,52,3
lui,2,3,52,3
fourrait,2,3,52,3
de,2,3,52,3
temps,2,3,52,3
à,2,3,52,3
autre,2,3,52,3
un,2,3,52,3
morceau,2,3,52,3
de,2,3,52,3
sa,2,3,52,3
viande,2,3,52,3
au,2,3,52,3
fond,2,3,52,3
de,2,3,52,3
la,2,3,52,3
bouche,2,3,52,3
Attends,2,3,53,1
que,2,3,53,1
je,2,3,53,1
le,2,3,53,1
sucre,2,3,53,1
disait,2,3,53,1
la,2,3,53,1
Levaque,2,3,53,1
en,2,3,53,1
mettant,2,3,53,1
la,2,3,53,1
cassonade,2,3,53,1
d'avance,2,3,53,1
dans,2,3,53,1
la,2,3,53,1
cafetière,2,3,53,1
Elle,2,3,54,1
plus,2,3,54,1
vieille,2,3,54,1
que,2,3,54,1
lui,2,3,54,1
de,2,3,54,1
six,2,3,54,1
ans,2,3,54,1
était,2,3,54,1
affreuse,2,3,54,1
usée,2,3,54,1
la,2,3,54,1
gorge,2,3,54,1
sur,2,3,54,1
le,2,3,54,1
ventre,2,3,54,1
et,2,3,54,1
le,2,3,54,1
ventre,2,3,54,1
sur,2,3,54,1
les,2,3,54,1
cuisses,2,3,54,1
avec,2,3,54,1
un,2,3,54,1
mufle,2,3,54,1
aplati,2,3,54,1
aux,2,3,54,1
poils,2,3,54,1
grisâtres,2,3,54,1
toujours,2,3,54,1
dépeignée,2,3,54,1
Il,2,3,54,2
l'avait,2,3,54,2
prise,2,3,54,2
naturellement,2,3,54,2
sans,2,3,54,2
l'éplucher,2,3,54,2
davantage,2,3,54,2
que,2,3,54,2
sa,2,3,54,2
soupe,2,3,54,2
où,2,3,54,2
il,2,3,54,2
trouvait,2,3,54,2
des,2,3,54,2
cheveux,2,3,54,2
et,2,3,54,2
que,2,3,54,2
son,2,3,54,2
lit,2,3,54,2
dont,2,3,54,2
les,2,3,54,2
draps,2,3,54,2
servaient,2,3,54,2
trois,2,3,54,2
mois,2,3,54,2
Elle,2,3,54,3
entrait,2,3,54,3
dans,2,3,54,3
la,2,3,54,3
pension,2,3,54,3
le,2,3,54,3
mari,2,3,54,3
aimait,2,3,54,3
à,2,3,54,3
répéter,2,3,54,3
que,2,3,54,3
les,2,3,54,3
bons,2,3,54,3
comptes,2,3,54,3
font,2,3,54,3
les,2,3,54,3
bons,2,3,54,3
amis,2,3,54,3
Alors,2,3,55,1
c'était,2,3,55,1
pour,2,3,55,1
te,2,3,55,1
dire,2,3,55,1
continua-t-elle,2,3,55,1
qu'on,2,3,55,1
a,2,3,55,1
vu,2,3,55,1
hier,2,3,55,1
soir,2,3,55,1
la,2,3,55,1
Pierronne,2,3,55,1
rôder,2,3,55,1
du,2,3,55,1
côté,2,3,55,1
des,2,3,55,1
Bas-de-Soie,2,3,55,1
Le,2,3,55,2
monsieur,2,3,55,2
que,2,3,55,2
tu,2,3,55,2
sais,2,3,55,2
l'attendait,2,3,55,2
derrière,2,3,55,2
Rasseneur,2,3,55,2
et,2,3,55,2
ils,2,3,55,2
ont,2,3,55,2
filé,2,3,55,2
ensemble,2,3,55,2
le,2,3,55,2
long,2,3,55,2
du,2,3,55,2
canal,2,3,55,2
Hein,2,3,55,2
c'est,2,3,55,3
du,2,3,55,3
propre,2,3,55,3
une,2,3,55,3
femme,2,3,55,3
mariée,2,3,55,3
Dame,2,3,56,1
dit,2,3,56,2
la,2,3,56,2
Maheude,2,3,56,2
Pierron,2,3,56,2
avant,2,3,56,2
de,2,3,56,2
l'épouser,2,3,56,2
donnait,2,3,56,2
des,2,3,56,2
lapins,2,3,56,2
au,2,3,56,2
porion,2,3,56,2
maintenant,2,3,56,2
ça,2,3,56,2
lui,2,3,56,2
coûte,2,3,56,2
moins,2,3,56,2
cher,2,3,56,2
de,2,3,56,2
prêter,2,3,56,2
sa,2,3,56,2
femme,2,3,56,2
Bouteloup,2,3,57,1
éclata,2,3,57,1
d'un,2,3,57,1
rire,2,3,57,1
énorme,2,3,57,1
et,2,3,57,1
jeta,2,3,57,1
une,2,3,57,1
mie,2,3,57,1
de,2,3,57,1
pain,2,3,57,1
saucée,2,3,57,1
dans,2,3,57,1
la,2,3,57,1
bouche,2,3,57,1
d'Achille,2,3,57,1
Les,2,3,57,2
deux,2,3,57,2
femmes,2,3,57,2
achevaient,2,3,57,2
de,2,3,57,2
se,2,3,57,2
soulager,2,3,57,2
sur,2,3,57,2
le,2,3,57,2
compte,2,3,57,2
de,2,3,57,2
la,2,3,57,2
Pierronne,2,3,57,2
une,2,3,57,2
coquette,2,3,57,2
pas,2,3,57,2
plus,2,3,57,2
belle,2,3,57,2
qu'une,2,3,57,2
autre,2,3,57,2
mais,2,3,57,2
toujours,2,3,57,2
occupée,2,3,57,2
à,2,3,57,2
se,2,3,57,2
visiter,2,3,57,2
les,2,3,57,2
trous,2,3,57,2
de,2,3,57,2
la,2,3,57,2
peau,2,3,57,2
à,2,3,57,2
se,2,3,57,2
laver,2,3,57,2
à,2,3,57,2
se,2,3,57,2
mettre,2,3,57,2
de,2,3,57,2
la,2,3,57,2
pommade,2,3,57,2
Enfin,2,3,57,3
ça,2,3,57,3
regardait,2,3,57,3
le,2,3,57,3
mari,2,3,57,3
s'il,2,3,57,3
aimait,2,3,57,3
ce,2,3,57,3
pain-là,2,3,57,3
Il,2,3,57,4
y,2,3,57,4
avait,2,3,57,4
des,2,3,57,4
hommes,2,3,57,4
si,2,3,57,4
ambitieux,2,3,57,4
